filename,width,height,class,xmin,ymin,xmax,ymax
14_088_5_0027.bmp,800,800,Stenosis,295,204,335,312
14_006_1_0066.bmp,800,800,Stenosis,502,453,587,581
14_010_1_0039.bmp,512,512,Stenosis,147,243,194,284
14_022_2_0053.bmp,800,800,Stenosis,389,195,456,238
14_021_37_0037.bmp,512,512,Stenosis,201,420,257,456
14_044_1_0023.bmp,512,512,Stenosis,112,101,134,116
14_021_1_0038.bmp,800,800,Stenosis,142,510,275,568
14_032_7_0045.bmp,800,800,Stenosis,392,274,414,304
14_088_3_0045.bmp,800,800,Stenosis,419,223,465,303
14_081_3_0011.bmp,800,800,Stenosis,133,265,164,329
14_084_7_0065.bmp,800,800,Stenosis,165,229,214,297
14_070_5_0032.bmp,512,512,Stenosis,123,197,148,222
14_092_2_0043.bmp,800,800,Stenosis,345,133,402,163
14_029_5_0091.bmp,800,800,Stenosis,174,446,210,493
14_087_2_0076.bmp,800,800,Stenosis,267,277,332,304
14_024_6_0060.bmp,608,608,Stenosis,239,158,274,186
14_084_3_0036.bmp,1000,1000,Stenosis,180,257,231,318
14_075_4_0031.bmp,512,512,Stenosis,110,170,152,192
14_084_9_0031.bmp,800,800,Stenosis,339,96,403,123
14_021_29_0035.bmp,512,512,Stenosis,244,61,264,89
14_015_1_0012.bmp,1000,1000,Stenosis,236,192,357,254
14_034_7_0027.bmp,512,512,Stenosis,130,108,152,132
14_029_4_0083.bmp,800,800,Stenosis,515,213,558,258
14_044_1_0026.bmp,512,512,Stenosis,131,100,146,118
14_048_5_0067.bmp,1000,1000,Stenosis,459,185,490,210
14_049_1_0019.bmp,800,800,Stenosis,342,94,364,105
14_085_5_0041.bmp,800,800,Stenosis,293,108,384,145
14_095_5_0045.bmp,800,800,Stenosis,184,264,236,295
14_080_2_0065.bmp,800,800,Stenosis,442,286,502,327
14_044_1_0051.bmp,512,512,Stenosis,153,111,168,125
14_057_2_0070.bmp,1000,1000,Stenosis,442,228,510,282
14_024_6_0028.bmp,608,608,Stenosis,279,138,307,155
14_024_3_0022.bmp,800,800,Stenosis,372,302,405,364
14_021_16_0055.bmp,608,608,Stenosis,106,25,133,71
14_085_1_0075.bmp,800,800,Stenosis,185,433,221,499
14_059_2_0057.bmp,800,800,Stenosis,213,161,265,195
14_028_1_0089.bmp,800,800,Stenosis,240,234,301,285
14_044_5_0053.bmp,512,512,Stenosis,273,96,285,112
14_026_2_0061.bmp,800,800,Stenosis,157,214,201,249
14_026_2_0080.bmp,800,800,Stenosis,189,227,236,268
14_049_1_0015.bmp,800,800,Stenosis,335,123,357,140
14_046_3_0057.bmp,800,800,Stenosis,220,211,246,230
14_068_6_0040.bmp,512,512,Stenosis,113,132,151,149
14_092_2_0039.bmp,800,800,Stenosis,367,130,427,176
14_048_2_0084.bmp,1000,1000,Stenosis,214,261,243,294
14_048_4_0054.bmp,1000,1000,Stenosis,325,84,352,101
14_032_7_0043.bmp,800,800,Stenosis,386,282,411,311
14_091_1_0038.bmp,1000,1000,Stenosis,154,717,206,778
14_097_2_0016.bmp,800,800,Stenosis,319,243,345,267
14_021_16_0071.bmp,608,608,Stenosis,70,29,102,75
14_049_4_0050.bmp,800,800,Stenosis,352,166,389,189
14_088_6_0045.bmp,800,800,Stenosis,161,156,222,218
14_096_3_0070.bmp,800,800,Stenosis,278,170,327,203
14_023_4_0057.bmp,800,800,Stenosis,273,192,316,228
14_032_7_0052.bmp,800,800,Stenosis,397,267,427,299
14_057_3_0092.bmp,1000,1000,Stenosis,392,157,463,208
14_096_3_0062.bmp,800,800,Stenosis,341,167,384,196
14_007_5_0067.bmp,800,800,Stenosis,389,176,428,219
14_019_5_0059.bmp,800,800,Stenosis,370,175,430,209
14_031_4_0022.bmp,800,800,Stenosis,402,317,431,356
14_029_5_0098.bmp,800,800,Stenosis,185,427,218,469
14_085_5_0038.bmp,800,800,Stenosis,295,116,388,156
14_083_6_0036.bmp,1000,1000,Stenosis,270,301,339,340
14_040_1_0010.bmp,512,512,Stenosis,269,203,278,215
14_069_1_0068.bmp,800,800,Stenosis,204,241,251,269
14_029_5_0050.bmp,800,800,Stenosis,189,380,235,435
14_021_1_0094.bmp,800,800,Stenosis,175,480,259,538
14_085_4_0049.bmp,800,800,Stenosis,315,140,404,184
14_029_4_0059.bmp,800,800,Stenosis,525,168,558,219
14_039_1_0036.bmp,800,800,Stenosis,248,132,270,166
14_042_1_0049.bmp,800,800,Stenosis,312,259,339,292
14_029_4_0071.bmp,800,800,Stenosis,499,220,547,289
14_022_6_0058.bmp,800,800,Stenosis,164,310,216,420
14_003_2_0019.bmp,512,512,Stenosis,151,249,196,282
14_046_5_0087.bmp,1000,1000,Stenosis,647,297,667,325
14_031_7_0051.bmp,800,800,Stenosis,428,194,466,220
14_066_7_0040.bmp,800,800,Stenosis,177,82,204,139
14_021_6_0053.bmp,800,800,Stenosis,409,172,461,225
14_099_8_0009.bmp,512,512,Stenosis,149,180,170,212
14_094_2_0049.bmp,512,512,Stenosis,142,124,165,140
14_024_1_0024.bmp,800,800,Stenosis,182,205,219,250
14_029_7_0048.bmp,800,800,Stenosis,287,374,321,402
14_034_7_0039.bmp,512,512,Stenosis,123,123,148,149
14_042_3_0066.bmp,800,800,Stenosis,363,140,378,159
14_096_3_0049.bmp,800,800,Stenosis,295,152,340,179
14_075_2_0028.bmp,512,512,Stenosis,53,135,95,228
14_068_3_0031.bmp,512,512,Stenosis,140,202,164,233
14_021_6_0015.bmp,800,800,Stenosis,389,156,444,212
14_087_1_0041.bmp,800,800,Stenosis,275,278,339,316
14_006_1_0068.bmp,800,800,Stenosis,511,446,584,574
14_053_2_0038.bmp,800,800,Stenosis,132,245,202,275
14_026_2_0081.bmp,800,800,Stenosis,184,223,224,261
14_050_10_0045.bmp,512,512,Stenosis,219,181,275,198
14_048_3_0044.bmp,1000,1000,Stenosis,494,232,518,251
14_083_6_0017.bmp,1000,1000,Stenosis,284,288,331,324
14_028_3_0075.bmp,800,800,Stenosis,300,231,365,274
14_040_1_0029.bmp,512,512,Stenosis,246,157,257,174
14_048_5_0045.bmp,1000,1000,Stenosis,483,182,510,201
14_046_6_0030.bmp,608,608,Stenosis,192,184,225,211
14_021_6_0032.bmp,800,800,Stenosis,398,176,462,248
14_015_1_0053.bmp,1000,1000,Stenosis,255,214,359,263
14_062_5_0057.bmp,800,800,Stenosis,126,397,156,467
14_080_2_0105.bmp,800,800,Stenosis,485,344,558,381
14_094_2_0061.bmp,512,512,Stenosis,144,130,165,152
14_077_6_0080.bmp,800,800,Stenosis,472,221,540,263
14_085_2_0041.bmp,800,800,Stenosis,337,78,432,120
14_088_5_0050.bmp,800,800,Stenosis,251,273,282,357
14_046_6_0053.bmp,608,608,Stenosis,204,192,234,216
14_029_6_0032.bmp,800,800,Stenosis,92,325,113,356
14_087_1_0042.bmp,800,800,Stenosis,268,286,336,324
14_096_4_0074.bmp,800,800,Stenosis,201,217,269,248
14_053_4_0056.bmp,800,800,Stenosis,399,173,440,201
14_050_8_0038.bmp,512,512,Stenosis,173,123,213,143
14_085_2_0066.bmp,800,800,Stenosis,356,141,437,194
14_066_2_0056.bmp,800,800,Stenosis,398,117,456,144
14_031_7_0062.bmp,800,800,Stenosis,414,145,457,178
14_080_2_0080.bmp,800,800,Stenosis,460,313,532,351
14_021_1_0045.bmp,800,800,Stenosis,161,535,271,586
14_095_2_0068.bmp,800,800,Stenosis,531,388,556,422
14_088_2_0019.bmp,800,800,Stenosis,434,233,501,326
14_032_4_0064.bmp,800,800,Stenosis,224,212,266,243
14_029_5_0078.bmp,800,800,Stenosis,189,447,242,483
14_076_4_0023.bmp,512,512,Stenosis,200,124,250,144
14_006_1_0098.bmp,800,800,Stenosis,488,458,573,582
14_010_1_0008.bmp,512,512,Stenosis,133,257,158,284
14_075_6_0017.bmp,512,512,Stenosis,176,100,242,119
14_022_6_0024.bmp,800,800,Stenosis,154,307,179,364
14_085_4_0059.bmp,800,800,Stenosis,359,206,450,249
14_029_7_0075.bmp,800,800,Stenosis,319,456,358,481
14_026_2_0078.bmp,800,800,Stenosis,190,236,240,275
14_022_1_0062.bmp,800,800,Stenosis,258,310,292,355
14_014_1_0031.bmp,512,512,Stenosis,139,97,188,130
14_007_8_0091.bmp,800,800,Stenosis,454,162,496,204
14_007_8_0034.bmp,800,800,Stenosis,422,128,460,169
14_062_2_0081.bmp,1000,1000,Stenosis,299,164,378,222
14_081_7_0034.bmp,800,800,Stenosis,352,236,379,317
14_021_30_0019.bmp,512,512,Stenosis,242,179,271,198
14_084_9_0038.bmp,800,800,Stenosis,342,79,406,117
14_059_1_0054.bmp,800,800,Stenosis,366,352,468,416
14_021_1_0090.bmp,800,800,Stenosis,218,531,309,582
14_042_3_0044.bmp,800,800,Stenosis,380,150,393,171
14_039_7_0060.bmp,800,800,Stenosis,255,198,279,224
14_044_3_0037.bmp,512,512,Stenosis,229,264,246,278
14_085_4_0082.bmp,800,800,Stenosis,323,166,404,203
14_034_7_0021.bmp,512,512,Stenosis,100,149,122,171
14_094_2_0053.bmp,512,512,Stenosis,128,104,154,120
14_010_1_0055.bmp,512,512,Stenosis,33,205,68,263
14_029_5_0049.bmp,800,800,Stenosis,195,375,232,426
14_031_5_0039.bmp,800,800,Stenosis,470,198,525,232
14_024_2_0050.bmp,800,800,Stenosis,235,146,283,183
14_026_2_0088.bmp,800,800,Stenosis,175,198,213,239
14_031_7_0060.bmp,800,800,Stenosis,414,150,461,186
14_016_1_0026.bmp,800,800,Stenosis,322,189,391,234
14_042_3_0067.bmp,800,800,Stenosis,369,145,381,161
14_021_16_0065.bmp,608,608,Stenosis,119,71,162,99
14_088_5_0046.bmp,800,800,Stenosis,269,273,296,368
14_028_1_0040.bmp,800,800,Stenosis,252,226,302,268
14_033_3_0026.bmp,800,800,Stenosis,386,195,413,222
14_039_2_0038.bmp,800,800,Stenosis,202,177,236,207
14_026_2_0113.bmp,800,800,Stenosis,135,210,195,256
14_033_3_0078.bmp,800,800,Stenosis,370,155,402,171
14_084_7_0045.bmp,800,800,Stenosis,181,223,223,286
14_087_2_0030.bmp,800,800,Stenosis,240,255,351,284
14_029_5_0054.bmp,800,800,Stenosis,185,410,236,450
14_039_2_0041.bmp,800,800,Stenosis,207,187,235,211
14_015_1_0028.bmp,1000,1000,Stenosis,241,215,356,265
14_092_2_0042.bmp,800,800,Stenosis,348,135,406,179
14_083_1_0043.bmp,800,800,Stenosis,250,128,356,155
14_050_6_0035.bmp,512,512,Stenosis,142,66,186,90
14_075_8_0033.bmp,512,512,Stenosis,188,86,240,118
14_085_5_0051.bmp,800,800,Stenosis,298,122,410,156
14_094_3_0036.bmp,512,512,Stenosis,202,112,224,146
14_018_6_0053.bmp,608,608,Stenosis,181,159,217,213
14_031_4_0011.bmp,800,800,Stenosis,401,309,431,340
14_016_1_0073.bmp,800,800,Stenosis,344,128,409,158
14_095_8_0045.bmp,800,800,Stenosis,203,168,255,204
14_033_3_0048.bmp,800,800,Stenosis,391,163,414,193
14_023_4_0074.bmp,800,800,Stenosis,246,161,298,197
14_085_2_0052.bmp,800,800,Stenosis,373,167,473,208
14_007_6_0078.bmp,800,800,Stenosis,483,178,522,216
14_098_3_0007.bmp,800,800,Stenosis,324,97,379,123
14_081_3_0010.bmp,800,800,Stenosis,163,262,197,320
14_083_6_0044.bmp,1000,1000,Stenosis,274,296,324,344
14_031_8_0041.bmp,800,800,Stenosis,468,254,486,282
14_053_2_0079.bmp,800,800,Stenosis,172,334,267,368
14_031_8_0073.bmp,800,800,Stenosis,470,219,499,246
14_077_5_0044.bmp,800,800,Stenosis,344,233,374,266
14_028_3_0078.bmp,800,800,Stenosis,283,217,355,255
14_088_8_0036.bmp,800,800,Stenosis,638,321,686,351
14_029_6_0090.bmp,800,800,Stenosis,163,458,199,482
14_018_8_0020.bmp,608,608,Stenosis,180,161,226,219
14_042_1_0052.bmp,800,800,Stenosis,272,273,292,305
14_021_30_0036.bmp,512,512,Stenosis,247,146,271,168
14_062_2_0058.bmp,1000,1000,Stenosis,297,164,365,216
14_088_1_0030.bmp,800,800,Stenosis,500,188,586,231
14_023_4_0079.bmp,800,800,Stenosis,286,177,318,218
14_084_6_0049.bmp,800,800,Stenosis,473,256,547,306
14_048_1_0064.bmp,1000,1000,Stenosis,268,431,299,466
14_022_2_0038.bmp,800,800,Stenosis,330,154,411,194
14_024_4_0038.bmp,800,800,Stenosis,435,397,464,467
14_021_29_0020.bmp,512,512,Stenosis,239,108,264,125
14_062_2_0082.bmp,1000,1000,Stenosis,306,164,380,226
14_050_9_0013.bmp,512,512,Stenosis,244,118,261,148
14_095_5_0036.bmp,800,800,Stenosis,253,273,318,302
14_058_4_0045.bmp,800,800,Stenosis,265,91,320,121
14_006_1_0054.bmp,800,800,Stenosis,504,438,590,562
14_083_6_0037.bmp,1000,1000,Stenosis,255,297,324,336
14_021_1_0057.bmp,800,800,Stenosis,143,563,240,610
14_080_3_0026.bmp,608,608,Stenosis,263,252,300,279
14_059_1_0073.bmp,800,800,Stenosis,417,372,502,413
14_066_7_0037.bmp,800,800,Stenosis,209,84,234,137
14_039_7_0059.bmp,800,800,Stenosis,243,201,270,222
14_019_5_0068.bmp,800,800,Stenosis,390,126,446,164
14_048_4_0041.bmp,1000,1000,Stenosis,298,105,333,128
14_094_3_0054.bmp,512,512,Stenosis,208,107,236,148
14_006_1_0067.bmp,800,800,Stenosis,500,444,589,561
14_081_7_0043.bmp,800,800,Stenosis,339,268,367,344
14_052_1_0015.bmp,512,512,Stenosis,131,308,177,329
14_087_2_0077.bmp,800,800,Stenosis,274,275,337,310
14_040_7_0025.bmp,512,512,Stenosis,42,169,60,189
14_029_6_0043.bmp,800,800,Stenosis,162,449,201,471
14_021_2_0027.bmp,800,800,Stenosis,346,571,404,612
14_019_5_0097.bmp,800,800,Stenosis,390,101,446,143
14_085_1_0072.bmp,800,800,Stenosis,201,448,241,507
14_095_4_0032.bmp,800,800,Stenosis,235,423,284,458
14_088_5_0033.bmp,800,800,Stenosis,291,250,322,341
14_085_2_0054.bmp,800,800,Stenosis,384,176,475,221
14_095_5_0063.bmp,800,800,Stenosis,179,256,233,288
14_021_1_0070.bmp,800,800,Stenosis,214,560,292,604
14_039_4_0061.bmp,800,800,Stenosis,283,225,310,254
14_062_3_0061.bmp,1000,1000,Stenosis,521,399,573,436
14_033_4_0047.bmp,800,800,Stenosis,380,134,414,171
14_051_8_0029.bmp,512,512,Stenosis,148,86,201,107
14_058_4_0041.bmp,800,800,Stenosis,264,74,318,101
14_002_5_0036.bmp,512,512,Stenosis,206,158,229,175
14_080_2_0086.bmp,800,800,Stenosis,440,295,519,333
14_016_1_0004.bmp,800,800,Stenosis,321,209,409,259
14_021_30_0039.bmp,512,512,Stenosis,257,156,279,185
14_081_6_0030.bmp,800,800,Stenosis,345,112,413,141
14_096_4_0040.bmp,800,800,Stenosis,261,185,313,209
14_024_4_0052.bmp,800,800,Stenosis,448,448,479,517
14_029_2_0072.bmp,800,800,Stenosis,182,232,211,271
14_095_1_0035.bmp,800,800,Stenosis,521,487,566,508
14_095_7_0053.bmp,800,800,Stenosis,118,200,143,251
14_051_5_0036.bmp,512,512,Stenosis,172,134,220,155
14_028_3_0057.bmp,800,800,Stenosis,263,220,329,256
14_068_3_0037.bmp,512,512,Stenosis,165,202,191,234
14_097_1_0029.bmp,800,800,Stenosis,518,330,570,364
14_028_1_0088.bmp,800,800,Stenosis,243,241,306,279
14_021_6_0050.bmp,800,800,Stenosis,395,171,443,226
14_046_5_0036.bmp,1000,1000,Stenosis,678,300,700,335
14_084_7_0043.bmp,800,800,Stenosis,178,225,223,304
14_029_5_0079.bmp,800,800,Stenosis,188,454,242,496
14_083_6_0048.bmp,1000,1000,Stenosis,284,295,327,348
14_031_6_0047.bmp,800,800,Stenosis,329,99,351,132
14_018_8_0019.bmp,608,608,Stenosis,195,168,232,218
14_048_5_0053.bmp,1000,1000,Stenosis,492,160,523,185
14_055_5_0017.bmp,512,512,Stenosis,108,165,128,189
14_029_2_0052.bmp,800,800,Stenosis,226,288,268,332
14_026_2_0076.bmp,800,800,Stenosis,197,230,236,291
14_053_4_0059.bmp,800,800,Stenosis,404,175,451,206
14_024_2_0040.bmp,800,800,Stenosis,238,156,284,197
14_029_2_0057.bmp,800,800,Stenosis,243,279,288,331
14_039_4_0043.bmp,800,800,Stenosis,307,225,328,243
14_026_3_0063.bmp,800,800,Stenosis,213,251,260,310
14_051_10_0015.bmp,512,512,Stenosis,158,138,211,157
14_048_5_0063.bmp,1000,1000,Stenosis,458,188,490,216
14_022_2_0049.bmp,800,800,Stenosis,394,210,468,230
14_062_5_0055.bmp,800,800,Stenosis,120,405,149,484
14_053_5_0044.bmp,800,800,Stenosis,199,62,270,96
14_081_3_0022.bmp,800,800,Stenosis,181,270,212,335
14_048_2_0055.bmp,1000,1000,Stenosis,214,279,245,308
14_096_5_0079.bmp,800,800,Stenosis,179,168,284,206
14_069_1_0062.bmp,800,800,Stenosis,234,258,284,284
14_017_1_0057.bmp,512,512,Stenosis,210,216,238,232
14_007_8_0050.bmp,800,800,Stenosis,467,163,511,206
14_068_3_0038.bmp,512,512,Stenosis,164,203,193,228
14_007_6_0059.bmp,800,800,Stenosis,448,149,487,198
14_023_4_0059.bmp,800,800,Stenosis,279,184,315,229
14_098_3_0011.bmp,800,800,Stenosis,353,132,420,151
14_021_38_0032.bmp,512,512,Stenosis,155,308,210,334
14_039_2_0050.bmp,800,800,Stenosis,164,91,190,125
14_064_3_0032.bmp,1000,1000,Stenosis,543,386,587,463
14_080_3_0020.bmp,608,608,Stenosis,217,242,257,268
14_040_1_0011.bmp,512,512,Stenosis,267,201,277,219
14_085_2_0065.bmp,800,800,Stenosis,358,147,438,195
14_048_2_0096.bmp,1000,1000,Stenosis,153,206,183,240
14_028_2_0079.bmp,800,800,Stenosis,271,95,333,137
14_096_6_0039.bmp,800,800,Stenosis,201,193,315,229
14_022_2_0060.bmp,800,800,Stenosis,349,161,428,198
14_085_1_0052.bmp,800,800,Stenosis,144,439,178,507
14_018_6_0017.bmp,608,608,Stenosis,119,168,178,209
14_015_1_0037.bmp,1000,1000,Stenosis,252,190,352,234
14_075_5_0037.bmp,512,512,Stenosis,169,29,232,48
14_046_6_0062.bmp,608,608,Stenosis,184,191,213,218
14_068_1_0027.bmp,512,512,Stenosis,133,120,168,138
14_095_1_0075.bmp,800,800,Stenosis,517,474,561,511
14_019_5_0089.bmp,800,800,Stenosis,386,128,437,163
14_095_1_0063.bmp,800,800,Stenosis,538,475,589,504
14_042_2_0057.bmp,800,800,Stenosis,211,281,231,310
14_010_6_0031.bmp,512,512,Stenosis,143,249,179,297
14_048_5_0064.bmp,1000,1000,Stenosis,454,187,491,213
14_046_6_0061.bmp,608,608,Stenosis,201,184,224,210
14_042_3_0056.bmp,800,800,Stenosis,336,112,351,134
14_024_2_0019.bmp,800,800,Stenosis,219,125,256,175
14_022_2_0071.bmp,800,800,Stenosis,346,167,427,192
14_081_7_0037.bmp,800,800,Stenosis,324,239,352,318
14_077_6_0095.bmp,800,800,Stenosis,456,211,519,250
14_039_4_0032.bmp,800,800,Stenosis,215,219,236,243
14_031_4_0041.bmp,800,800,Stenosis,476,201,507,233
14_069_1_0085.bmp,800,800,Stenosis,255,281,301,306
14_058_3_0059.bmp,800,800,Stenosis,271,120,300,183
14_080_2_0067.bmp,800,800,Stenosis,432,282,489,323
14_087_3_0034.bmp,800,800,Stenosis,251,58,317,89
14_042_1_0026.bmp,800,800,Stenosis,266,267,291,300
14_029_4_0057.bmp,800,800,Stenosis,519,174,556,220
14_048_4_0035.bmp,1000,1000,Stenosis,325,133,350,150
14_002_5_0023.bmp,512,512,Stenosis,220,167,243,190
14_018_8_0030.bmp,608,608,Stenosis,166,148,200,200
14_075_1_0025.bmp,512,512,Stenosis,97,147,121,264
14_018_6_0034.bmp,608,608,Stenosis,183,165,221,209
14_064_2_0056.bmp,800,800,Stenosis,379,367,429,458
14_087_2_0053.bmp,800,800,Stenosis,269,277,345,302
14_033_3_0044.bmp,800,800,Stenosis,392,169,421,197
14_095_5_0050.bmp,800,800,Stenosis,231,266,290,301
14_087_1_0056.bmp,800,800,Stenosis,266,261,346,302
14_032_6_0061.bmp,800,800,Stenosis,420,185,449,225
14_062_3_0040.bmp,1000,1000,Stenosis,516,404,581,457
14_088_1_0055.bmp,800,800,Stenosis,462,164,537,207
14_096_4_0061.bmp,800,800,Stenosis,260,223,320,254
14_007_5_0079.bmp,800,800,Stenosis,377,182,425,230
14_098_4_0022.bmp,800,800,Stenosis,288,200,338,230
14_007_5_0061.bmp,800,800,Stenosis,420,196,455,232
14_029_1_0045.bmp,800,800,Stenosis,316,311,362,344
14_087_1_0077.bmp,800,800,Stenosis,276,267,349,311
14_029_7_0050.bmp,800,800,Stenosis,302,396,331,417
14_022_7_0065.bmp,800,800,Stenosis,164,117,199,159
14_070_5_0049.bmp,512,512,Stenosis,127,187,153,218
14_053_5_0063.bmp,800,800,Stenosis,174,86,246,111
14_039_5_0077.bmp,800,800,Stenosis,195,96,233,135
14_042_4_0056.bmp,800,800,Stenosis,515,353,529,380
14_068_3_0033.bmp,512,512,Stenosis,129,197,151,223
14_095_1_0067.bmp,800,800,Stenosis,532,480,593,512
14_095_5_0033.bmp,800,800,Stenosis,241,274,304,314
14_098_4_0030.bmp,800,800,Stenosis,251,161,312,187
14_032_4_0050.bmp,800,800,Stenosis,198,184,235,211
14_040_5_0028.bmp,512,512,Stenosis,418,181,439,192
14_048_2_0100.bmp,1000,1000,Stenosis,118,160,148,188
14_044_5_0042.bmp,512,512,Stenosis,276,93,285,108
14_051_10_0032.bmp,512,512,Stenosis,194,169,244,189
14_096_6_0056.bmp,800,800,Stenosis,184,188,292,228
14_024_1_0038.bmp,800,800,Stenosis,183,178,221,211
14_048_3_0037.bmp,1000,1000,Stenosis,499,229,528,251
14_095_1_0070.bmp,800,800,Stenosis,538,487,584,511
14_024_3_0052.bmp,800,800,Stenosis,370,354,403,409
14_016_1_0064.bmp,800,800,Stenosis,358,191,428,233
14_048_5_0043.bmp,1000,1000,Stenosis,489,185,514,208
14_024_6_0043.bmp,608,608,Stenosis,237,127,274,158
14_053_4_0072.bmp,800,800,Stenosis,395,174,445,201
14_098_3_0006.bmp,800,800,Stenosis,324,105,387,129
14_064_2_0064.bmp,800,800,Stenosis,317,327,362,445
14_029_4_0078.bmp,800,800,Stenosis,515,226,556,276
14_088_1_0049.bmp,800,800,Stenosis,500,181,585,229
14_042_4_0032.bmp,800,800,Stenosis,496,362,514,382
14_085_1_0076.bmp,800,800,Stenosis,176,432,215,494
14_049_1_0026.bmp,800,800,Stenosis,327,154,349,173
14_040_2_0031.bmp,512,512,Stenosis,316,326,328,345
14_018_8_0031.bmp,608,608,Stenosis,170,155,203,195
14_007_8_0046.bmp,800,800,Stenosis,460,166,501,208
14_096_2_0029.bmp,800,800,Stenosis,25,312,56,363
14_048_4_0030.bmp,1000,1000,Stenosis,317,136,346,156
14_085_2_0064.bmp,800,800,Stenosis,354,145,441,187
14_096_5_0053.bmp,800,800,Stenosis,201,128,314,160
14_075_4_0044.bmp,512,512,Stenosis,127,182,163,200
14_015_1_0020.bmp,1000,1000,Stenosis,217,206,336,261
14_031_8_0038.bmp,800,800,Stenosis,459,255,481,279
14_099_6_0021.bmp,512,512,Stenosis,142,161,163,183
14_048_1_0051.bmp,1000,1000,Stenosis,327,410,353,433
14_084_1_0048.bmp,1000,1000,Stenosis,235,404,279,459
14_062_2_0061.bmp,1000,1000,Stenosis,283,157,365,216
14_085_2_0062.bmp,800,800,Stenosis,362,147,445,190
14_039_4_0044.bmp,800,800,Stenosis,297,227,319,247
14_053_1_0056.bmp,800,800,Stenosis,149,514,209,552
14_069_1_0055.bmp,800,800,Stenosis,211,275,267,304
14_085_5_0031.bmp,800,800,Stenosis,309,145,386,176
14_048_1_0061.bmp,1000,1000,Stenosis,257,427,282,456
14_032_6_0052.bmp,800,800,Stenosis,437,201,464,245
14_039_5_0071.bmp,800,800,Stenosis,234,118,272,148
14_084_4_0023.bmp,1000,1000,Stenosis,263,502,298,551
14_088_6_0030.bmp,800,800,Stenosis,166,177,237,235
14_059_2_0050.bmp,800,800,Stenosis,162,120,241,154
14_075_4_0045.bmp,512,512,Stenosis,126,184,164,203
14_019_5_0040.bmp,800,800,Stenosis,396,109,455,149
14_096_3_0040.bmp,800,800,Stenosis,345,160,383,189
14_006_1_0149.bmp,800,800,Stenosis,484,412,574,529
14_021_1_0056.bmp,800,800,Stenosis,158,572,253,620
14_096_5_0039.bmp,800,800,Stenosis,202,103,299,130
14_055_5_0023.bmp,512,512,Stenosis,158,134,177,156
14_033_4_0087.bmp,800,800,Stenosis,402,184,443,217
14_010_1_0030.bmp,512,512,Stenosis,106,216,150,260
14_031_8_0052.bmp,800,800,Stenosis,483,207,509,230
14_096_5_0055.bmp,800,800,Stenosis,185,129,297,163
14_029_6_0035.bmp,800,800,Stenosis,112,373,152,397
14_022_3_0071.bmp,800,800,Stenosis,398,170,470,194
14_033_4_0049.bmp,800,800,Stenosis,387,152,424,197
14_007_3_0092.bmp,800,800,Stenosis,443,215,489,258
14_077_6_0094.bmp,800,800,Stenosis,462,212,539,261
14_053_2_0052.bmp,800,800,Stenosis,174,307,255,338
14_024_5_0075.bmp,800,800,Stenosis,443,65,486,115
14_023_2_0065.bmp,1000,1000,Stenosis,756,384,785,421
14_029_2_0031.bmp,800,800,Stenosis,248,305,291,362
14_022_2_0051.bmp,800,800,Stenosis,402,205,469,237
14_087_3_0054.bmp,800,800,Stenosis,253,77,317,105
14_059_1_0057.bmp,800,800,Stenosis,373,339,461,390
14_042_3_0051.bmp,800,800,Stenosis,358,123,371,143
14_083_7_0010.bmp,1000,1000,Stenosis,194,334,243,388
14_024_2_0025.bmp,800,800,Stenosis,232,189,273,226
14_039_4_0078.bmp,800,800,Stenosis,206,218,238,237
14_069_1_0066.bmp,800,800,Stenosis,197,250,251,273
14_050_9_0031.bmp,512,512,Stenosis,259,142,271,172
14_023_2_0099.bmp,1000,1000,Stenosis,721,404,773,483
14_085_4_0078.bmp,800,800,Stenosis,306,145,396,194
14_015_1_0031.bmp,1000,1000,Stenosis,243,213,363,268
14_007_8_0057.bmp,800,800,Stenosis,440,156,492,195
14_096_5_0061.bmp,800,800,Stenosis,203,148,311,185
14_096_5_0047.bmp,800,800,Stenosis,262,140,358,173
14_081_11_0030.bmp,800,800,Stenosis,162,422,221,452
14_022_7_0053.bmp,800,800,Stenosis,160,114,194,160
14_007_5_0107.bmp,800,800,Stenosis,397,188,432,233
14_049_3_0025.bmp,800,800,Stenosis,285,79,325,99
14_007_10_0085.bmp,800,800,Stenosis,442,181,486,226
14_021_16_0076.bmp,608,608,Stenosis,114,56,146,106
14_019_5_0075.bmp,800,800,Stenosis,390,120,440,169
14_018_6_0055.bmp,608,608,Stenosis,188,153,230,206
14_002_8_0022.bmp,512,512,Stenosis,222,144,249,164
14_026_2_0089.bmp,800,800,Stenosis,172,196,213,230
14_062_2_0053.bmp,1000,1000,Stenosis,293,204,381,246
14_095_8_0035.bmp,800,800,Stenosis,151,128,199,164
14_075_6_0027.bmp,512,512,Stenosis,171,123,246,136
14_088_8_0048.bmp,800,800,Stenosis,629,312,688,341
14_084_9_0026.bmp,800,800,Stenosis,284,36,357,79
14_095_1_0050.bmp,800,800,Stenosis,540,501,605,536
14_095_7_0060.bmp,800,800,Stenosis,189,209,217,259
14_026_2_0054.bmp,800,800,Stenosis,180,226,220,273
14_055_8_0023.bmp,512,512,Stenosis,148,178,183,197
14_007_5_0046.bmp,800,800,Stenosis,407,190,449,237
14_048_1_0024.bmp,1000,1000,Stenosis,332,390,371,415
